PDF name,Passage number,Reading Passage,Directions,Passage title (if any),Question number,Questions,Cognitive reasoning category,Item type,Item_type (multiple_choice or written_response),Choice_1,Choice_2,Choice_3,Choice_4,Text_in_box_in_passage,Text_in_box_in_question,Text_in_box_in_option,Correct answer,Percent students answering correctly,Percent of students selecting_choice 1,Percent of students selecting_choice 2,Percent of students selecting_choice 3,Percent of students selecting_choice 4,Standard,DOK,Word count (passage),Lexile (passage),Flesch-Kincaid (passage),Does the passage have any images? (Yes/No),"Do the questions have any images or refer to an image, table, or other illustration? (Yes/ No)",Do the options/ choices have any images? (Yes/No),Footnote to passage (write text in footnote),Copyright information,Other instructions,Other information
2021-released-items-ela-g4,1,,,,3,3. What does paragraph 27 reveal about Jems father?,Identification or summarization ,Inference about views,multiple_choice,A He does not think that Jem understands the problem.,B He does not want Jem to be in the command room.,C He is surprised that Jem can communicate with the shuttle.,D He thinks it is wrong for Jem to use the S.A.T. booth.,,,,C,,,,,,CCSS.ELA-Literacy.RL.4.6,,,,,No,No,No,,,,
2021-released-items-ela-g4,1,,,,4,4. How does Jem cause the events that happen in paragraph 28?,Inference ,Passage org,multiple_choice,A Jem tells the crew how to get information to the shuttle.,B Jem becomes upset when the shuttle cannot dock.,C Jem asks if the shields on the shuttle can be lowered.,D Jem leaves her lessons because the shuttle is arriving soon.,,,,A,,,,,,CCSS.ELA-Literacy.RL.4.3,,,,,No,No,No,,,,
2021-released-items-ela-g4,1,,,,5,5. Which quotation from the story identifies the setting?,Identification or summarization ,Identify or recognize,multiple_choice,"A ""The announcement drones on, but I don't listen."" (paragraph 4)","B ""Eleven years ago, my birth on Space Station Alpha made history."" (paragraph 5)","C ""They'll have to try docking by sight."" (paragraph 15)","D ""I give one tech my code and watch her fingers fly over the keyboard."" (paragraph 28)",,,,B,,,,,,CCSS.ELA-Literacy.RL.4.3,,,,,No,No,No,,,,
2021-released-items-ela-g4,1,,,,6,6. Which quotation *best* supports a theme of the story?,Inference ,Passage org,multiple_choice,"A ""But new studies show that older children won't be harmed by a short stay."" (paragraph 7)","B ""Spending 11 years on the station has its advantages."" (paragraph 8)","C ""If the holo-video worked, we could talk them in."" (paragraph 21)","D ""Messages flash back and forth as techs feed docking coordinates to the shuttle."" (paragraph 28)",,,,B,,,,,,CCSS.ELA-Literacy.RL.4.2,,,,,No,No,No,,,,
2021-released-items-ela-g4,2,"""*Mountain Ghost*""

""1. The snow leopard is rarely seen by humans. This mysterious cat lives in 12 Asian countries among the world's tallest mountains.

2. The snow leopard is smaller than the tiger, the lion, and the leopard of Africa and Asia. It weighs as much as a cheetah, but is shorter and stockier. The cat's compact shape and thick fur help keep it warm in glacier-chilled air. Dark markings dapple its light-gray coat, camouflaging it in rocky terrain. Big paws make padding over snow easier. An extra-long tail provides balance on steep, rugged ground.

3. You might think the snow leopard would be safe living in such harsh, remote places. But it faces multiple threats from humans. The cat has lost important stretches of habitat. (A habitat is the place that fills an animal's needs—mainly food, shelter, and mates.) Mining, wars, and overgrazing by farm animals have all led to this loss of habitat.

*Protecting the Herd*

4. The loss of habitat has caused a food shortage. Snow leopards eat wild goats and sheep. When farm animals eat too much vegetation, wild plant eaters can't find enough food to stay healthy. Females don't have enough babies. Over time, the numbers of wild goats and sheep go down, and snow leopards have less to eat. Then the big cats eat livestock, and the herders kill the leopards to protect their livelihoods.

5. Agencies are working to save the cats and help herders at the same time. Some agencies give herders wire mesh and wood to keep snow leopards from entering their stables at night. Some pay herders for the animals they lose to snow leopards. In exchange, the herders stop killing snow leopards and leave more room and plants for the wild goats and sheep. 

6. Are the conservation programs working? Researchers estimate that only 3,500 to 7,500 snow leopards are alive today. But they need more reliable ways to count leopards before they will know.

7. That's where scientists like Dr. Kyle McCarthy are needed. He traveled to Kyrgyzstan to test ways of estimating snow leopard numbers. He camped in the mountains with Dr. Jennifer McCarthy (his wife) and other co-workers. They saw no leopards, but they hadn't expected to. Instead, they looked for evidence the cats left behind. ""You have to find something related to them: poops, scrapes (claw marks), and pee,"" Dr. Kyle. 

*McCarthy says*.

8. The group collected scat (poop) for DNA analysis. Along with the waste material of digestion, scat contains cells from the animal's own body. DNA is material inside those cells that, like fingerprints, can identify an individual animal.

9. The team also used automatic cameras. The scientists placed motion-and- heat-sensitive cameras along a mountain ridge. When a snow leopard neared one of these ""camera traps,"" the camera snapped its picture.

10. Each snow leopard's spot pattern is different. Researchers compared patterns in the photos to identify cats. The cameras had taken photos of 15 different snow leopards at two study sites.

*A Close Encounter*

11. Shannon Kachel, Dr. Kyle McCarthy's graduate assistant, has searched for snow leopards in Tajikistan, where he almost saw one. ""I was hiking along a ridgeline in the late afternoon and came around the corner of a rock outcropping to find a steaming, fresh kill site with snow leopard signs all round,"" Kachel says. ""I could see and hear where the cat had knocked some rocks loose as it ran away from me, but even though I waited until it was nearly dark, I never saw the cat."" 

12. ""Most people will never see a snow leopard, yet it has a right to exist,"" Dr. Kyle McCarthy says. ""Its too magnificent to think about losing.""",*Directions Read this article. Then answer questions 7 through 12.*,"*Saving Snow Leopards*
_by Pamela Crowe_",7,"1. What does the word ""conservation"" mean as it is used in paragraph 6?",Identification or summarization ,Clarify meaning,multiple_choice,A action,B education,C preparation,D protection,"*THREATS TO SNOW LEOPARDS*
 *Illegal hunting*
 • Snow leopards are hunted for their fur and bones; 
 *Loss of habitat*
 • People and livestock move into snow leopard range; 
 *Loss of prey*
 • Fewer prey are available to snow leopards when wild sheep and goats are hunted.• Livestock compete with the wild sheep and goats for food and the number of wild animals is reduced; 
 *Killed by herders*
 • Sheep and goat herders kill the leopards when the leopards eat livestock; 
 *Lack of effective protection*
 • The areas in which the snow leopards live are too large to protect.• Many countries cannot afford to pay for protection; 
 *Lack of awareness and support*
 • Herders do not understand the importance of snow leopards to the ecosystem.",,,D,,,,,,CCSS.ELA-Literacy.RI.4.4,,610,910L,7.2,No,No,No,,,,
2021-released-items-ela-g4,2,,,,8,2. How does paragraph 9 connect to paragraph 6 in the article?,Inference ,Passage org,multiple_choice,A by describing a method for counting snow leopards,B by describing what it is like to see a snow leopard,C by explaining why snow leopards are rarely seen by humans,D by explaining how scientists identify individual snow leopards,,,,A,,,,,,CCSS.ELA-Literacy.RI.4.3,,,,,No,No,No,,,,
2021-released-items-ela-g4,2,,,,9,3. Which idea *best* explains why Dr. McCarthy and his co-workers traveled to Kyrgyzstan?,Inference ,Main point or purpose,multiple_choice,"A ""The loss of habitat has caused a food shortage."" (paragraph 4)","B ""But they need more reliable ways to count leopards before they will know."" (paragraph 6)","C ""They saw no leopards, but they hadn't expected to."" (paragraph 7)","D ""Researchers compared patterns in the photos to identify cats."" (paragraph 10)",,,,B,,,,,,CCSS.ELA-Literacy.RI.4.3,,,,,No,No,No,,,,
2021-released-items-ela-g4,2,,,,10,4. Which idea from the article *best* supports the main idea?,Inference ,Main point or purpose,multiple_choice,"A ""The snow leopard is smaller than the tiger, the lion, and the leopard of Africa and Asia."" (paragraph 2)","B ""Researchers estimate that only 3,500 to 7,500 snow leopards are alive today."" (paragraph 6)","C ""Each snow leopards spot pattern is different."" (paragraph 10)","D ""The cameras had taken photos of 15 different snow leopards at two study sites."" (paragraph 10)
",,,,B,,,,,,CCSS.ELA-Literacy.RI.4.2,,,,,No,No,No,,,,
2021-released-items-ela-g4,2,,,,11,5. How is the article *mainly* organized?,Inference ,Passage org,multiple_choice,A compare and contrast,B sequence of events,C question then answer,D cause and effect,,,,D,,,,,,CCSS.ELA-Literacy.RI.4.5,,,,,No,No,No,,,,
2021-released-items-ela-g4,2,,,,12,"6. How does the table at the end of ""Saving Snow Leopards"" support the main idea of the article?",Inference ,Main point or purpose,multiple_choice,A by showing reasons why snow leopards are struggling to survive,B by listing ways to better protect snow leopards ,C by presenting new information about the habitat of snow leopards,D by providing evidence that there are fewer snow leopards alive now than in the past,,,,A,,,,,,CCSS.ELA-Literacy.RI.4.7,,,,,No,No,No,,,,
2021-released-items-ela-g4,3,"""1. Long ago, in Australia, there lived a girl named Kanikiya. From the time she was small, Kanikiya loved to dance. She moved as gracefully as the brolgas, the tall, slender cranes that courted along the riverbank. The people in the camp would often see Kanikiya dancing down by the water, for she wore a scarlet ribbon around her neck, and it floated as she moved. People believed she danced like moonlight shining on the running river.

2. Dancing was fine for a young child, but by the time she was twelve, the people in the camp did not approve of such frivolity in a young woman. She should be working, they insisted. Only the youngest children danced away the day.

3. Kanikiya's mother, hearing disapproval around the camp, warned her that she must stop dancing. ""Remember the story of the lazy girl who would not work,"" she said. ""She turned into a dingo. The rest of her life she ran with packs of wild dogs, preying on sheep at night.""

4. Kanikiya, who knew the camp legends, shivered at her mother's words. Such tales frightened her. But she knew she wasn't lazy. It wasn't laziness that made her forget her work. The need to dance surged through her. She could not stop dancing any more than she could stop breathing. She feared that if she stopped doing either, she would die.
 
5. Flocks of silvery gray brolgas stopped near Kanikiya's camp during their migration in the spring and fall of each year. Then, more than any other time, Kanikiya would forget her work, steal to the river, and watch the birds dance as the day darkened. As if impelled by a strong, mysterious force, Kanikiya would join in their dance at the river's edge, her scarlet ribbon flying behind her. If only I could dance with the cranes all my life, thought Kanikiya as she trudged back to the camp, then I would be at peace. One spring evening Kanikiya's mother found her daughter dancing near the river before she had finished gathering cabbage palms for their evening meal.

6. ""I can do nothing with you, Kanikiya!"" her mother shouted. ""I have decided. You must not leave the camp until the brolgas have left. I feel they have powers over you that must be broken."" While her mother spoke, Kanikiya felt tears gather. She sensed the eyes of the brolgas upon her. Glancing up, she marveled as they dipped their heads and danced a slow, mournful dance. They understand my sorrow, Kanikiya thought, the knowledge warming her.

7. Her mother grabbed her arm, pulling her toward the camp. Within Kanikiya's heart something died as she left the river that evening. Plodding up the bank, she felt her life begin to ebb away. The next day, instead of going out to gather food, Kanikiya stayed in the camp. She wove baskets from the reeds the other children collected. Day followed day in a mournful blur. She couldn't eat. She wouldn't smile. The heaviness in her heart grew, and because of that she became weaker.As she worked, she listened to the happy calls of the brolgas and imagined herself dancing with them, twirling, dipping, and free. At night she danced with the birds in her dreams.

8. If only I could dance with them again, she'd think each morning upon waking, then I would find rest for my soul. Soon the call of the brolgas became too strong for Kanikiya to deny. One morning before dawn she heard them calling her. Slipping out of the camp, she rushed down to the riverbank to dance with the cranes. 

9. Just this one time, she thought as she whirled, her scarlet ribbon floating behind her. Just this once, then peace will visit me again. Later that morning, she was not found at her weaving. Her mother looked for her throughout the camp and, not finding her there, searched near the river.

10. As Kanikiya's mother neared the water, she found dozens of wild brolgas dancing and dipping to the sound of the wind in the trees. Fearful of their savage dance, she turned to go. But before she started up the path, she noticed one graceful crane in the center of the flock, a scarlet ribbon tied around her neck, dipping her head in greeting.""","*Directions Read this story. Then answer questions 13 through 18*.
_This story is based on a folktale from Australia._",*The Scarlet Ribbon* _by Emily Hoffman_,13,1. Which detail from paragraph 1 *best* supports a theme of the story?,Inference ,Main point or purpose,multiple_choice,A The folktale takes place long ago.,B Kanikiya likes to wear a scarlet ribbon.,C The brolgas are birds that live along the river.,D Kanikiya has a talent that is recognized by others.,frivolity = carefree behavior; impelled = moved or driven into action,,,D,,,,,,CCSS.ELA-Literacy.RL.4.2,,713,820L,5.5,No,No,No,,,,
2021-released-items-ela-g4,3,,,,14,"2. Read this sentence from paragraph 6.

*They understand my sorrow, Kanikiya thought, the knowledge warming her*.

What does the phrase ""the knowledge warming her"" suggest?",Identification or summarization ,Clarify meaning,multiple_choice,A a feeling of comfort,B sadness and disappointment,C a feeling of anger,D wisdom and clear thinking,,,,A,,,,,,CCSS.ELA-Literacy.RL.4.4,,,,,No,No,No,,,,
2021-released-items-ela-g4,3,,,,15,"3. What does the word ""mournful"" mean as it is used in paragraph 7?",Identification or summarization ,Clarify meaning,multiple_choice,A angry ,B bored ,C nervous ,D sad,,,,D,,,,,,CCSS.ELA-Literacy.L.4.4,,,,,No,No,No,,,,
2021-released-items-ela-g4,3,,,,16,4. Which sentence from the story *best* shows how a character's actions help to develop the story?,Inference ,Main point or purpose,multiple_choice,"A ""You must not leave the camp until the brolgas have left.""
(paragraph 6)","B ""She wove baskets from the reeds the other children collected."" (paragraph 7)","C ""Slipping out of the camp, she rushed down to the riverbank to dance with the cranes."" (paragraph 8)","D ""Her mother looked for her throughout the camp and, not finding her there, searched near the river."" (paragraph 9)",,,,C,,,,,,CCSS.ELA-Literacy.RL.4.3,,,,,No,No,No,,,,
2021-released-items-ela-g4,3,,,,17,5. Which statement *best* describes how Kanikiya changes from the beginning to the end of the story?,Inference ,Main point or purpose,multiple_choice,A She realizes that she must leave her home to find happiness.,B She learns that the most important thing is to obey the rules.,C She discovers that the birds love her more than she loves them.,D She is frightened by camp tales and then sees that they are untrue.,,,,A,,,,,,CCSS.ELA-Literacy.RL.4.3,,,,,No,No,No,,,,
2021-released-items-ela-g4,3,,,,18,6. Which detail would be *most* important to include in a summary of the story?,Inference ,Main point or purpose,multiple_choice,A Kanikiya is often seen near the river by others. ,B Kanikiya's mother tells her a story about a girl. ,C Kanikiya feels like she must dance.,D Kanikiya weaves baskets.,,,,C,,,,,,CCSS.ELA-Literacy.RL.4.2,,,,,No,No,No,,,,
2021-released-items-ela-g5,1,"""1. My mother believed in using things up. We always squeezed the toothpaste tube until it was as sharp as a razor, and we cleaned our plates, even when it was liver-and- onions night. . ..

2. Mom's frugality was legendary. She could make one chicken come back in a dozen meals as variously disguised leftovers. Her favorite saying was ""waste not, want not."" Josh and I weren't sure what that meant, but it probably explained why Mom was into recycling long before it became popular. It also explained why the ""Affair of The Hat,"" as it later became known, was so strange.

3. The Hat deserved capital letters. It was about three feet across, made of green straw and covered with big plastic daisies, two red peonies, and an orange bow. I might have said it was ""dog ugly,"" except that wouldn't sit well with our dog, Mutt.

4. Great-aunt Marjorie had given The Hat to Mother on one of her visits to our farm. It was supposed to keep the sun off Mother's delicate complexion while enhancing her rural beauty (whatever that meant)....

5. When Aunt Marjorie returned to the city, Josh and I held our breath to see what would happen to The Hat. We could see that Mom's thrifty nature and fashion sense were in pitched battle. She couldn't justify throwing The Hat away—it was nearly new and had a lot of use left in it—but neither could she stomach wearing it. She tried pulling off the daisies and peonies, but they were stuck on tight, as were the perky orange ribbons that held The Hat in place. She'd have to find some other solution.

6. One day Josh and I came down to breakfast and noticed that The Hat was missing from the hook by the door. We looked at each other, then scouted the house. It wasn't hard to spot. Mother had installed it in the parlor as a lampshade.

7. Our parakeet, Pete, chirped inquiringly from his cage as Josh and I decided to see how The Hat looked in full lampshade glory. We pulled the chain.

8. Pete tweeted once, then dropped like a stone from his perch. We ran to his cage, and Josh suggested mouth-to-beak resuscitation. Then we glanced over at the lamp. The light shining through the peonies made them look like two big red eyes glaring at you. No wonder Pete had fainted. We plucked The Hat from the lamp and went to tell Mom. Reluctantly she hung it back up on the hook by the door....

9. The next morning she headed out the door, The Hat filled to the brim with turkey feed. Josh and I watched as Mother approached the turkeys scavenging in the barnyard. The minute those turkeys sighted The Hat, they ran gobbling toward the barn door and dived in a panic into the haystack. Mom dumped the turkey feed in the barnyard and walked back to the house, her shoulders drooping....

10. She threw The Hat to the floor, raised her foot, and screamed, ""THIS HAT IS FOR THE BIRDS!"" Josh and I stepped back, waiting for her foot to come crashing down.

11. ""It is not for the birds,"" Josh blurted. ""They hate it!""

12. It was as though time stood still. Then we heard a strange sound. Mother was laughing!

13. We shook our heads. She'd finally gone over the edge—there she stood, one foot in the air, laughing like a hysterical flamingo.

14. Then she put her foot down ... on the floor. She picked up The Hat and headed upstairs where we heard boxes being shuffled around in the attic...

15. When she came down, she was dragging a body. It was wearing Grandpa's old overalls, Uncle Paul's flannel shirt, and the shoes Josh had outgrown last year. Its head was a flour sack, stuffed full of straw from an old tick, and on that head perched The Hat.

16. Mom hauled the stuffed body outside and set it up on a post in the middle of the cornfield. And that's where it stayed.

17. Our corn crop that year was particularly good. For some reason the birds steered clear of our fields and raided the neighbors' instead. Maybe it had something to do with our scarecrow, I don't know. All I do know is that from then on, we rarely saw crows on our property except during the month of June.

18. That's when Great-aunt Marjorie comes to visit.""","*Directions Read this story. Then answer questions 1 through 7*.
",""" *Excerpt from Waste Not, Want Not* _by Teresa Bateman_ """,1,"1. In paragraph 5, what does the phrase ""held our breath"" suggest about the narrator and Josh?",Inference ,Inference about views,multiple_choice,A They are sneaking around the house to avoid being seen by Mother.,B They are feeling thankful that Aunt Marjorie has left.,C They are waiting anxiously to see what Mother will do next.,D They are trying to avoid talking about The Hat because it is upsetting.,tick = mattress,,,C,,,,,,CCSS.ELA-Literacy.RL.5.4,,733,880L,5,No,No,No,,,,
2021-released-items-ela-g5,1,,,,2,2. How does paragraph 5 contribute to the story's structure?,Inference ,Passage org,multiple_choice,A It foreshadows the resolution of the story.,B It develops the narrator's feelings about Mother.,C It explains Mother’s problem in detail.,D It gives background details that explain the story.,,,,C,,,,,,CCSS.ELA-Literacy.RL5.5,,,,,No,No,No,,,,
2021-released-items-ela-g5,1,,,,3,3. Which quotation *best* supports a theme of the story?,Inference ,Main point or purpose,multiple_choice,"A ""My mother believed in using things up."" (paragraph 1)","B ""We looked at each other, then scouted the house."" (paragraph 6)","C ""It wasn't hard to spot."" (paragraph 6)","D ""Then we glanced over at the lamp."" (paragraph 8)",,,,A,,,,,,CCSS.ELA-Literacy.RL5.2,,,,,No,No,No,,,,
2021-released-items-ela-g5,1,,,,4,"4. In paragraphs 8 and 9, how does the narrator's point of view influence the description of events?",Inference ,Inference about views,multiple_choice,"A The narrator thinks the events are funny, so she describes them in a humorous way.","B The narrator thinks the events are boring, so she describes them in a dull way.","C The narrator is confused by the events, so she describes them in a mysterious way.","D The narrator is happy about the events, so she describes them in a joyful way.",,,,A,,,,,,CCSS.ELA-Literacy.RL5.6,,,,,No,No,No,,,,
2021-released-items-ela-g5,1,,,,5,"5. Read this sentence from paragraph 12.

*It was as though time stood still*. 

Which idea does the sentence develop?",Inference ,Passage org,multiple_choice,A Everyone was pleased.,B Nobody moved or spoke.,C Nobody wanted to leave.,D Everyone was late.,,,,B,,,,,,CCSS.ELA-Literacy.RL.5.4,,,,,No,No,No,,,,
2021-released-items-ela-g5,1,,,,6,6. What can the reader infer from the details in paragraphs 17 and 18 of the story?,Inference ,Passage org,multiple_choice,A Mother worries that the crows will stop being afraid of The Hat and changes to a new hat every June.,B Mother is concerned about the crows and gives them one month each year to eat what is in the cornfield.,C Mother spends each June enjoying time with Aunt Marjorie and does not do much work in the cornfield.,D Mother removes The Hat from the cornfield in June so that Aunt Marjorie's feelings will not be hurt.,,,,D,,,,,,CCSS.ELA-Literacy.RL5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,1,,,,7,7. How are the narrator and Josh alike?,Inference ,Inference about views,multiple_choice,A They both make comments that cause their mother to have new ideas.,B They both are interested in watching their mother solve her problem.,C They both contribute their old items to build the scarecrow for the field.,D They both joke about how their dog is more attractive than the hat.,,,,B,,,,,,CCSS.ELA-Literacy.RL5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,2,"""1. In the days when farmers worked with ox and sled and cut the dark with lantern light, there lived a boy who loved snow more than anything in the world. Willie Bentley's happiest days were snowstorm days. He watched snowflakes on his mittens, on the dried grass of Vermont farm fields, on the dark metal handle of the barn door. He said snow was as beautiful as butterflies, or apple blossoms.

2. He could net butterflies and show them to his older brother, Charlie. He could pick apple blossoms and take them to his mother. But he could not share snowflakes because he could not save them.

3. When his mother gave him an old microscope, he used it to look at flowers, raindrops, and blades of grass. Best of all, he used it to look at snow. While other children built forts and pelted snowballs at roosting crows, Willie was catching snowflakes. Day after stormy day he studied the icy crystals.

4. Their intricate patterns were even more beautiful than he had imagined. He expected to find whole flakes that were the same, that were copies of each other. But he never did. Willie decided he must find a way to save snowflakes so others could see their wonderful designs. For three winters he tried drawing snow crystals. They always melted before he could finish.

5. When he was sixteen, Willie read of a camera with its own microscope. ""If I had that camera I could photograph snowflakes,"" he told his mother. Willie's mother knew that he would not be happy until he could share what he had seen.

6. ""Fussing with snow is just foolishness,"" his father said. Still, he loved his son. When Willie was seventeen his parents spent their savings and bought the camera. It was taller than a newborn calf, and cost as much as his father's herd of ten cows. Willie was sure it was the best of all cameras.

7. Even so his first pictures were failures—no better than shadows. Yet he would not quit. Mistake by mistake, snowflake by snowflake, Willie worked through every storm. Winter ended, the snow melted, and he had no good pictures. He waited for another season of snow. One day, in the second winter, he tried a new experiment. And it worked! Willie had figured out how to photograph snowflakes! ""Now everyone can see the great beauty in a tiny crystal,"" he said.

8. But in those days, no one cared. Neighbors laughed at the idea of photographing snow. ""Snow in Vermont is as common as dirt,"" they said. ""We don't need pictures."" Willie said the photographs would be his gift to the world. While other farmers sat by the fire or rode to town with horse and sleigh, Willie studied snowstorms. He stood at the shed door and held out a black tray to catch the flakes.

9. When he found only jumbled, broken crystals, he brushed the tray clean with a turkey feather and held it out again. He waited hours for just the right crystal and didn't notice the cold. If the shed were warm the snow would melt. If he breathed on the black tray the snow would melt. If he twitched a muscle as he held the snow crystal on the long wood pick the snowflake would break. He had to work fast or the snowflake would evaporate before he could slide it into place and take its picture. Some winters he was able to make only a few dozen good pictures. Some winters he made hundreds....

10. But his snow crystal pictures were always his favorites. He gave copies away or sold them for a few cents. He made special pictures as gifts for birthdays. He held evening slide shows on the lawns of his friends. Children and adults sat on the grass and watched while Willie projected his slides onto a sheet hung over a clothesline.

11. He wrote about snow and published his pictures in magazines. He gave speeches about snow to faraway scholars and neighborhood skywatchers. ""You are doing great work,"" said a professor from Wisconsin. The little farmer came to be known as the world's expert on snow, ""the Snowflake Man."" But he never grew rich. He spent every penny on his pictures. Willie said there were treasures in snow. ""I can't afford to miss a single snowstorm,"" he told a friend. ""I never know when I will find some wonderful prize.""",*Directions Read this article. Then answer questions 8 through 14*.,""" *Excerpt from Snowflake Bentley* _by Jacqueline Briggs Martin ""_",8,"1. Read this sentence from paragraph 1 of the article. 
 
*In the days when farmers worked with ox and sled and cut the dark with lantern light, there lived a boy who loved snow more than anything in the world.*
 
How does the author's word choice in the sentence affect the meaning of the passage?",Inference ,Passage org,multiple_choice,A by suggesting that the ideas in the passage are made up,B by showing that the subject of the passage became famous,C by suggesting that the topic of the passage is familiar,D by showing that the events in the passage happened long ago,,,,D,,,,,,CCSS.ELA-Literacy.RI.5.4,,736,670L,4.6,No,No,No,,,,
2021-released-items-ela-g5,2,,,,9,"2. What is the meaning of the word ""pelted"" as it is used in paragraph 3?",Identification or summarization ,Clarify meaning,multiple_choice,A created,B found,C saved,D threw,,,,D,,,,,,CCSS.ELA-Literacy.L.5.4,,,,,No,No,No,,,,
2021-released-items-ela-g5,2,,,,10,3. Which quotation *best* supports a main idea of the article?,Inference ,Main point or purpose,multiple_choice,"A ""He expected to find whole flakes that were the same . . (paragraph 4)","B "" ‘Fussing with snow is just foolishness,' his father said"" (paragraph 6)","C ""Even so his first pictures were failures . . "" (paragraph 7)","D "" ‘Now everyone can see the great beauty in a tiny crystal,' he said."" (paragraph 7)",,,,D,,,,,,CCSS.ELA-Literacy.RI.5.2,,,,,No,No,No,,,,
2021-released-items-ela-g5,2,,,,11,4. What does the information in paragraph 9 suggest about the author's point of view?,Inference ,Inference about views,multiple_choice,A The author believes that Bentley could have been more careful.,B The author respects Bentley's many different interests.,C The author admires Bentley's dedication.,D The author questions the methods Bentley used.,,,,C,,,,,,CCSS.ELA-Literacy.RI.5.6,,,,,No,No,No,,,,
2021-released-items-ela-g5,2,,,,12,5. Which statement is true based on the information in paragraphs 6 and 11?,Inference ,Identify or recognize,multiple_choice,A Bentley's work with snow required expensive equipment that he was willing to spend all his money on.,B Bentley was thought to be foolish throughout his life because of his interest in snow.,C Bentley's parents thought he should do something with his life other than taking pictures of snow.,D Bentley became less interested in studying snow than in publishing pictures and giving speeches.,,,,A,,,,,,CCSS.ELA-Literacy.RI.5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,2,,,,13,6. What does the reader learn about Bentley from paragraphs 10 and 11?,Inference ,Inference about views,multiple_choice,A He was more interested in sharing his work than in making money from it.,B He worked hard to develop a way of making photographs of snowflakes.,C He wanted to find out if all snowflakes were different from each other.,D He was able to follow his interests because of the help he got from his family.,,,,A,,,,,,CCSS.ELA-Literacy.RI.5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,2,,,,14,7. Which sentence *best* describes how the article is organized?,Inference ,Passage org,multiple_choice,"A The reasons for Willie Bentley's experiments with snow are presented, followed by their eventual conclusions.",B The events of Willie Bentley's life and his study of snow are described as they happened over time.,C The different problems of photographing snow are explained and then Willie Bentley's solutions are described.,"D The important ideas about snow in Willie Bentley's discoveries are presented, followed by details and examples.",,,,B,,,,,,CCSS.ELA-Literacy.RI.5.3,,,,,No,No,No,,,,
